loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,loan_status
15000,36,16.99,534.72,D,D1,10+ years,MORTGAGE,50000.0,debt_consolidation,Fully Paid
8000,36,6.89,246.62,A,A3,10+ years,RENT,90000.0,debt_consolidation,Fully Paid
10000,36,19.03,366.72,D,D3,5 years,RENT,38365.0,debt_consolidation,Charged Off
16000,36,7.39,496.9,A,A4,4 years,MORTGAGE,70000.0,debt_consolidation,Fully Paid
7500,36,6.62,230.28,A,A2,4 years,RENT,53000.0,credit_card,Fully Paid
10000,36,16.78,355.44,C,C5,1 year,RENT,50500.0,debt_consolidation,Fully Paid
21000,36,8.39,661.85,A,A5,10+ years,MORTGAGE,121560.0,credit_card,Fully Paid
7000,36,7.26,216.98,A,A4,1 year,MORTGAGE,125000.0,credit_card,Fully Paid
4000,36,17.19,142.99,E,E3,,OWN,37200.0,home_improvement,Charged Off
20000,60,16.91,496.09,C,C5,4 years,RENT,92000.0,debt_consolidation,Current
12000,36,11.44,395.37,B,B4,< 1 year,OWN,40000.0,credit_card,Fully Paid
22500,36,18.99,824.65,D,D3,5 years,OWN,45000.0,home_improvement,Fully Paid
11000,36,10.56,357.84,B,B3,10+ years,RENT,90000.0,debt_consolidation,Current
12000,36,9.49,384.34,B,B2,10+ years,MORTGAGE,82000.0,debt_consolidation,Fully Paid
6000,36,11.48,197.82,B,B2,< 1 year,RENT,75000.0,credit_card,Fully Paid
6000,36,10.91,196.18,B,B4,5 years,MORTGAGE,49920.0,house,Fully Paid
7000,36,19.92,259.86,D,D3,1 year,RENT,42000.0,credit_card,Current
8000,36,19.2,294.06,D,D3,9 years,MORTGAGE,45000.0,debt_consolidation,Fully Paid
21000,60,15.22,502.02,C,C3,3 years,MORTGAGE,180000.0,debt_consolidation,Fully Paid
12875,36,13.67,437.98,C,C3,9 years,RENT,70000.0,debt_consolidation,Fully Paid
13675,36,13.18,461.96,C,C3,8 years,RENT,70000.0,other,Fully Paid
27300,36,19.19,1003.34,E,E3,10+ years,RENT,86000.0,other,Fully Paid
8000,36,10.75,260.97,B,B4,10+ years,RENT,40000.0,credit_card,Charged Off
20000,36,16.77,710.77,D,D2,3 years,MORTGAGE,65000.0,debt_consolidation,Fully Paid
15600,60,18.99,404.59,D,D3,,MORTGAGE,71300.0,debt_consolidation,Charged Off
17000,60,15.59,409.72,C,C5,2 years,RENT,46000.0,credit_card,Fully Paid
3000,36,16.02,105.51,C,C5,10+ years,OWN,127000.0,major_purchase,Current
12000,36,9.17,382.55,B,B2,6 years,MORTGAGE,55100.0,credit_card,Fully Paid
20000,60,13.99,465.27,C,C3,8 years,RENT,135000.0,debt_consolidation,Current
10000,36,6.49,306.45,A,A2,10+ years,MORTGAGE,160000.0,debt_consolidation,Fully Paid
8100,36,6.46,248.11,A,A1,2 years,MORTGAGE,65000.0,credit_card,Current
12000,36,13.98,410.02,C,C1,10+ years,RENT,65000.0,debt_consolidation,Charged Off
10000,36,9.49,320.29,B,B2,8 years,MORTGAGE,55000.0,home_improvement,Charged Off
40000,60,12.73,904.61,B,B5,4 years,MORTGAGE,170000.0,home_improvement,Current
18000,36,11.49,593.49,B,B5,4 years,RENT,78000.0,debt_consolidation,Current
12000,36,7.89,375.43,A,A5,8 years,RENT,32000.0,debt_consolidation,Fully Paid
15000,36,20.0,557.46,D,D4,10+ years,RENT,60000.0,debt_consolidation,Current
10000,60,16.14,243.93,C,C4,9 years,RENT,37136.0,debt_consolidation,Current
9100,36,14.49,313.19,C,C4,10+ years,MORTGAGE,120000.0,home_improvement,Fully Paid
30000,60,10.42,643.63,B,B3,8 years,MORTGAGE,97000.0,credit_card,Current
12000,36,8.39,378.2,B,B1,2 years,MORTGAGE,120000.0,credit_card,Fully Paid
8000,36,9.17,255.04,B,B2,10+ years,MORTGAGE,80000.0,debt_consolidation,Fully Paid
28000,60,16.02,681.21,C,C5,1 year,MORTGAGE,96500.0,debt_consolidation,Current
40000,60,12.61,902.16,C,C1,6 years,MORTGAGE,50000.0,debt_consolidation,Current
20000,60,10.33,428.2,B,B1,< 1 year,MORTGAGE,90000.0,house,Current
35000,36,15.05,1214.15,C,C4,10+ years,RENT,110000.0,debt_consolidation,Current
12000,36,11.49,395.66,B,B5,10+ years,MORTGAGE,75000.0,debt_consolidation,Current
8000,36,10.91,261.57,B,B4,10+ years,RENT,72000.0,debt_consolidation,Current
35000,36,7.97,1096.29,A,A5,10+ years,RENT,90000.0,debt_consolidation,Current
10500,60,15.05,250.07,C,C4,< 1 year,RENT,95000.0,debt_consolidation,Current
31575,60,12.74,714.24,C,C1,9 years,MORTGAGE,152000.0,home_improvement,Fully Paid
16800,60,11.99,373.63,B,B5,1 year,MORTGAGE,90192.0,credit_card,Current
16000,36,8.19,502.79,A,A4,8 years,RENT,84000.0,debt_consolidation,Current
12000,36,19.92,445.48,D,D3,10+ years,MORTGAGE,35000.0,credit_card,Current
20000,36,13.59,679.58,C,C2,1 year,OWN,65000.0,debt_consolidation,Current
5000,36,10.47,162.45,B,B2,,OWN,36000.0,debt_consolidation,Current
12000,36,10.91,392.36,B,B4,4 years,RENT,80000.0,debt_consolidation,Current
13000,36,5.32,391.5,A,A1,3 years,MORTGAGE,61000.0,debt_consolidation,Fully Paid
20675,60,15.8,500.59,C,C3,10+ years,MORTGAGE,80000.0,debt_consolidation,Charged Off
20000,60,23.99,575.25,E,E2,6 years,RENT,70000.0,debt_consolidation,Fully Paid
4800,36,7.24,148.74,A,A3,,RENT,26400.0,credit_card,Current
3500,36,26.31,141.6,E,E4,< 1 year,RENT,32000.0,other,Current
9000,36,9.16,286.87,B,B2,6 years,RENT,118000.0,debt_consolidation,Fully Paid
4200,36,11.44,138.38,B,B4,5 years,RENT,95000.0,credit_card,Current
4000,36,13.53,135.8,B,B5,10+ years,MORTGAGE,34553.0,home_improvement,Charged Off
5000,36,14.08,171.09,C,C3,9 years,MORTGAGE,50000.0,debt_consolidation,Current
15000,36,14.07,513.18,C,C3,2 years,RENT,38480.0,debt_consolidation,Current
15000,60,27.27,460.46,E,E5,< 1 year,MORTGAGE,130000.0,home_improvement,Current
3000,36,14.52,103.3,C,C3,,MORTGAGE,71000.0,medical,Current
12450,60,16.59,306.68,D,D1,9 years,OWN,180000.0,home_improvement,Charged Off
12000,36,7.99,375.99,A,A5,10+ years,MORTGAGE,92144.0,debt_consolidation,Current
16000,36,15.59,559.28,C,C5,10+ years,RENT,54000.0,debt_consolidation,Fully Paid
5000,36,7.96,156.59,A,A5,10+ years,OWN,65000.0,other,Current
20000,36,13.99,683.46,C,C3,4 years,RENT,104000.0,debt_consolidation,Fully Paid
6000,36,11.99,199.26,C,C1,10+ years,OWN,162500.0,other,Current
6000,36,18.75,219.18,D,D3,2 years,RENT,62000.0,other,Fully Paid
22000,60,14.65,519.35,C,C5,7 years,MORTGAGE,60000.0,credit_card,Current
31950,60,18.99,828.63,D,D3,3 years,MORTGAGE,325000.0,debt_consolidation,Charged Off
30000,60,19.99,794.65,D,D4,6 years,MORTGAGE,95000.0,debt_consolidation,Charged Off
10000,36,9.99,322.63,B,B3,7 years,MORTGAGE,150000.0,debt_consolidation,Fully Paid
13000,36,5.31,391.44,A,A1,10+ years,MORTGAGE,180000.0,debt_consolidation,Current
20000,60,13.67,461.96,C,C3,4 years,MORTGAGE,86000.0,debt_consolidation,Charged Off
6000,36,12.99,202.14,C,C1,,RENT,42000.0,debt_consolidation,Charged Off
6000,36,9.99,193.58,B,B3,10+ years,MORTGAGE,64500.0,debt_consolidation,Fully Paid
7450,36,18.49,271.18,D,D2,2 years,RENT,28000.0,credit_card,Fully Paid
21000,60,9.58,441.87,B,B1,,MORTGAGE,40000.0,credit_card,Current
2100,36,24.74,83.21,E,E3,,MORTGAGE,35000.0,debt_consolidation,Current
24000,60,30.89,789.66,G,G3,6 years,RENT,98000.0,debt_consolidation,Charged Off
18425,36,17.99,666.02,D,D2,4 years,OWN,50000.0,home_improvement,Charged Off
8400,36,7.91,262.88,A,A5,10+ years,MORTGAGE,46000.0,credit_card,Fully Paid
14000,36,9.17,446.31,B,B2,8 years,MORTGAGE,58000.0,debt_consolidation,Fully Paid
18000,36,7.89,563.15,A,A5,8 years,MORTGAGE,107000.0,credit_card,Fully Paid
5300,36,7.99,166.06,A,A5,,MORTGAGE,78000.0,home_improvement,Current
20000,36,12.49,668.98,B,B5,4 years,MORTGAGE,120000.0,credit_card,Fully Paid
5600,36,9.99,180.67,B,B3,< 1 year,RENT,13000.0,debt_consolidation,Fully Paid
13000,36,7.89,406.72,A,A5,2 years,MORTGAGE,40000.0,debt_consolidation,Fully Paid
25000,36,15.05,867.25,C,C4,2 years,MORTGAGE,145000.0,credit_card,Current
30000,36,11.06,983.02,B,B3,3 years,RENT,55000.0,debt_consolidation,Current
33950,60,15.96,824.88,C,C5,7 years,MORTGAGE,78000.0,credit_card,Fully Paid
7200,36,7.34,223.44,A,A4,5 years,RENT,78000.0,debt_consolidation,Current
20000,36,11.49,659.43,B,B5,7 years,RENT,100000.0,major_purchase,Current
35000,60,18.45,897.37,D,D2,10+ years,MORTGAGE,130000.0,debt_consolidation,Current
28625,60,15.31,685.66,C,C2,10+ years,MORTGAGE,111780.0,home_improvement,Fully Paid
10000,60,13.59,230.57,C,C2,10+ years,RENT,25000.0,credit_card,Current
15000,36,7.21,464.6,A,A3,5 years,RENT,36000.0,credit_card,Current
21000,60,12.12,468.41,B,B3,10+ years,MORTGAGE,300000.0,credit_card,Fully Paid
15350,36,8.9,487.42,A,A5,3 years,MORTGAGE,85000.0,debt_consolidation,Fully Paid
20000,36,16.29,706.01,D,D1,9 years,OWN,63000.0,debt_consolidation,Charged Off
6000,36,9.99,193.58,B,B3,8 years,RENT,45000.0,credit_card,Fully Paid
7000,36,16.02,246.17,C,C5,2 years,RENT,50000.0,credit_card,Fully Paid
8400,36,8.24,264.16,B,B1,10+ years,MORTGAGE,90000.0,debt_consolidation,Current
16625,60,15.61,400.86,C,C4,6 years,MORTGAGE,47000.0,debt_consolidation,Fully Paid
12250,60,13.98,234.91,C,C3,3 years,OWN,34000.0,debt_consolidation,Charged Off
10000,36,13.53,339.5,B,B5,2 years,MORTGAGE,60000.0,credit_card,Fully Paid
6500,36,6.11,198.07,A,A1,7 years,MORTGAGE,38000.0,debt_consolidation,Current
15000,60,10.78,324.5,B,B4,3 years,RENT,46000.0,credit_card,Current
7200,36,10.78,234.97,B,B4,< 1 year,MORTGAGE,120000.0,credit_card,Fully Paid
28000,60,15.31,670.69,C,C2,10+ years,MORTGAGE,160000.0,home_improvement,Fully Paid
25000,36,19.92,928.08,D,D3,7 years,RENT,100000.0,debt_consolidation,Current
10000,36,9.43,320.01,B,B1,1 year,RENT,15000.0,debt_consolidation,Current
24000,60,19.92,634.79,D,D3,3 years,MORTGAGE,100250.0,debt_consolidation,Current
8000,36,12.29,266.83,C,C1,4 years,RENT,40000.0,debt_consolidation,Fully Paid
12000,36,12.99,404.27,B,B4,10+ years,OWN,46000.0,credit_card,Fully Paid
22150,36,16.29,781.91,D,D1,10+ years,RENT,52768.42,debt_consolidation,Charged Off
12500,60,13.33,286.53,C,C3,10+ years,MORTGAGE,220000.0,debt_consolidation,Current
32000,36,11.49,1055.09,B,B5,10+ years,MORTGAGE,112000.0,debt_consolidation,Fully Paid
16000,36,9.17,510.07,B,B2,5 years,RENT,165000.0,credit_card,Charged Off
5000,36,14.52,172.16,C,C3,,OWN,23000.0,debt_consolidation,Current
9600,36,7.49,298.58,A,A4,5 years,RENT,221000.0,debt_consolidation,Fully Paid
6600,36,25.88,265.5,F,F4,6 years,OWN,32000.0,debt_consolidation,Fully Paid
2400,36,7.21,74.34,A,A3,9 years,OWN,35000.0,debt_consolidation,Current
12000,36,12.99,404.27,C,C2,4 years,MORTGAGE,57600.0,credit_card,Fully Paid
2500,36,14.52,86.08,C,C3,2 years,RENT,30000.0,other,Current
10000,36,8.46,315.5,A,A5,< 1 year,RENT,40000.0,debt_consolidation,Current
6025,36,11.39,198.37,B,B3,7 years,RENT,45000.0,debt_consolidation,Late (31-120 days)
16000,36,13.66,544.21,C,C3,4 years,MORTGAGE,55000.0,debt_consolidation,Fully Paid
15500,36,13.33,524.73,C,C3,1 year,RENT,39000.0,debt_consolidation,Fully Paid
8000,36,9.75,257.2,B,B3,5 years,RENT,45000.0,debt_consolidation,Fully Paid
20000,60,22.9,562.67,E,E1,10+ years,RENT,66000.0,debt_consolidation,Charged Off
5000,36,9.93,161.18,B,B2,5 years,RENT,40664.0,debt_consolidation,Fully Paid
20000,60,22.35,556.37,D,D5,10+ years,MORTGAGE,82000.0,debt_consolidation,Current
13000,36,9.17,414.43,B,B2,7 years,MORTGAGE,64000.0,debt_consolidation,Fully Paid
24000,36,6.03,730.46,A,A1,6 years,MORTGAGE,105000.0,debt_consolidation,Fully Paid
5450,36,11.49,179.7,B,B5,5 years,RENT,36806.0,other,Current
28000,60,12.62,631.66,C,C1,3 years,RENT,145000.0,debt_consolidation,Current
19550,36,9.75,628.54,B,B3,10+ years,RENT,42500.0,debt_consolidation,Fully Paid
7500,36,11.49,247.29,B,B5,10+ years,OWN,45000.0,debt_consolidation,Fully Paid
8000,36,10.75,260.97,B,B4,7 years,RENT,38600.0,debt_consolidation,Fully Paid
7000,36,8.24,220.14,B,B1,5 years,MORTGAGE,38000.0,debt_consolidation,Fully Paid
15000,60,14.99,356.78,C,C4,9 years,OWN,75000.0,debt_consolidation,Fully Paid
7000,36,6.71,215.22,A,A3,10+ years,MORTGAGE,65000.0,home_improvement,Fully Paid
12000,36,15.99,421.83,C,C5,9 years,RENT,42000.0,medical,Fully Paid
4600,36,16.99,163.98,D,D1,2 years,RENT,103000.0,debt_consolidation,Fully Paid
29400,60,24.49,854.17,E,E3,1 year,RENT,70000.0,debt_consolidation,Charged Off
25900,60,6.97,512.49,A,A3,10+ years,MORTGAGE,55000.0,debt_consolidation,Fully Paid
3000,36,16.02,105.51,C,C5,10+ years,MORTGAGE,32640.0,car,Fully Paid
9750,36,15.02,338.09,C,C3,7 years,MORTGAGE,40000.0,debt_consolidation,Current
14000,60,20.0,370.92,D,D4,< 1 year,RENT,44000.0,debt_consolidation,Fully Paid
20000,36,6.03,608.72,A,A1,10+ years,MORTGAGE,83285.0,home_improvement,Fully Paid
10000,36,15.8,350.59,C,C3,9 years,MORTGAGE,72000.0,debt_consolidation,Fully Paid
7000,36,17.27,250.52,C,C5,6 years,RENT,37000.0,debt_consolidation,Charged Off
10000,36,9.17,318.79,B,B1,4 years,MORTGAGE,49900.0,debt_consolidation,Charged Off
17000,36,7.49,528.73,A,A4,10+ years,MORTGAGE,60000.0,debt_consolidation,Fully Paid
5000,36,13.99,170.87,C,C3,2 years,MORTGAGE,110000.0,debt_consolidation,Current
20000,60,13.35,458.66,C,C2,7 years,MORTGAGE,63969.0,debt_consolidation,Fully Paid
5500,36,10.91,179.83,B,B4,2 years,RENT,135000.0,car,Current
10000,36,11.67,330.57,B,B4,10+ years,RENT,67000.0,debt_consolidation,Fully Paid
5000,36,16.14,176.14,C,C4,10+ years,RENT,34000.0,debt_consolidation,Current
6100,36,16.02,214.52,C,C5,4 years,RENT,50000.0,house,Fully Paid
35000,60,15.59,843.53,C,C5,< 1 year,MORTGAGE,75750.0,credit_card,Fully Paid
25000,36,24.37,985.69,E,E2,3 years,RENT,52000.0,debt_consolidation,Current
20000,60,19.99,529.77,D,D4,10+ years,MORTGAGE,74000.0,debt_consolidation,Late (31-120 days)
6000,36,8.24,188.69,B,B1,4 years,MORTGAGE,77000.0,debt_consolidation,Fully Paid
9600,36,7.26,297.57,A,A4,10+ years,MORTGAGE,45000.0,major_purchase,Fully Paid
8400,36,11.44,276.76,B,B4,,RENT,25782.0,debt_consolidation,Charged Off
6500,36,7.51,202.22,A,A4,< 1 year,RENT,33000.0,debt_consolidation,Fully Paid
20000,60,15.05,476.33,C,C4,3 years,RENT,85000.0,debt_consolidation,Current
6625,36,10.91,216.62,B,B4,10+ years,MORTGAGE,92000.0,other,Fully Paid
15000,60,9.49,314.96,B,B2,4 years,RENT,85000.0,debt_consolidation,Current
35000,36,17.27,1252.56,D,D2,6 years,MORTGAGE,100000.0,home_improvement,Charged Off
8000,36,15.05,277.52,C,C4,8 years,OWN,36000.0,credit_card,Current
14000,36,16.29,494.21,D,D2,10+ years,RENT,48000.0,debt_consolidation,Charged Off
3500,36,7.46,108.81,A,A4,< 1 year,MORTGAGE,75000.0,credit_card,Current
12000,36,6.89,369.93,A,A3,3 years,MORTGAGE,95000.0,debt_consolidation,Fully Paid
12000,36,7.24,371.85,A,A3,10+ years,MORTGAGE,58000.0,debt_consolidation,Current
10000,36,6.49,306.45,A,A2,2 years,MORTGAGE,63000.0,debt_consolidation,Current
12000,60,14.99,285.42,C,C4,< 1 year,MORTGAGE,142000.0,home_improvement,Current
4000,36,12.29,133.42,C,C1,8 years,OWN,40000.0,home_improvement,Fully Paid
40000,36,7.97,1252.91,A,A5,< 1 year,MORTGAGE,100000.0,debt_consolidation,Fully Paid
18600,60,18.25,474.86,D,D3,8 years,MORTGAGE,46500.0,credit_card,Current
20000,36,7.97,626.46,A,A5,10+ years,MORTGAGE,58000.0,debt_consolidation,Fully Paid
40000,36,6.67,1229.06,A,A2,3 years,MORTGAGE,127500.0,credit_card,Current
8000,36,8.46,252.4,A,A5,4 years,RENT,35000.0,debt_consolidation,Fully Paid
8000,36,7.21,247.79,A,A3,1 year,MORTGAGE,115000.0,vacation,Current
7000,36,13.67,238.13,B,B5,10+ years,MORTGAGE,140000.0,credit_card,Fully Paid
4800,36,11.67,158.68,B,B4,10+ years,MORTGAGE,57000.0,credit_card,Fully Paid
10000,36,15.8,350.59,C,C3,< 1 year,RENT,41600.0,debt_consolidation,Fully Paid
35000,36,6.83,1077.99,A,A3,3 years,MORTGAGE,180000.0,credit_card,Current
12000,36,10.08,387.66,B,B1,10+ years,MORTGAGE,135000.0,home_improvement,Current
5000,36,21.45,189.54,D,D5,< 1 year,MORTGAGE,130000.0,home_improvement,Current
19800,36,16.29,698.95,D,D1,3 years,OWN,45000.0,debt_consolidation,Charged Off
25000,36,11.47,824.05,B,B5,3 years,RENT,150000.0,debt_consolidation,Fully Paid
30000,36,15.05,1040.7,C,C4,1 year,MORTGAGE,123600.0,debt_consolidation,Fully Paid
20000,60,16.91,496.09,C,C5,< 1 year,MORTGAGE,35000.0,credit_card,Current
9450,36,12.79,317.46,C,C1,3 years,MORTGAGE,93000.0,debt_consolidation,Fully Paid
5600,36,8.18,175.95,B,B1,10+ years,RENT,75000.0,credit_card,Fully Paid
2000,36,14.03,68.39,C,C2,6 years,RENT,30000.0,other,Current
20000,36,16.29,706.01,D,D1,6 years,MORTGAGE,67000.0,debt_consolidation,Current
35000,36,20.89,1316.66,D,D4,10+ years,OWN,54000.0,debt_consolidation,Current
35000,60,13.99,814.21,C,C4,10+ years,MORTGAGE,142300.0,debt_consolidation,Charged Off
20000,36,9.93,644.69,B,B2,8 years,MORTGAGE,77914.0,debt_consolidation,Fully Paid
21000,36,7.62,654.39,A,A3,10+ years,OWN,300000.0,debt_consolidation,Fully Paid
15000,36,10.47,487.33,B,B2,10+ years,MORTGAGE,65000.0,debt_consolidation,Current
3000,36,14.99,103.99,C,C5,10+ years,MORTGAGE,106000.0,medical,Charged Off
25600,36,7.97,801.86,A,A5,9 years,MORTGAGE,700000.0,home_improvement,Current
20000,60,15.05,476.33,C,C4,6 years,MORTGAGE,75000.0,debt_consolidation,Charged Off
28000,60,23.43,796.27,F,F1,5 years,RENT,165000.0,moving,Fully Paid
3000,36,13.66,102.04,C,C3,10+ years,MORTGAGE,65000.0,home_improvement,Fully Paid
2000,36,7.89,62.58,A,A5,7 years,MORTGAGE,70000.0,home_improvement,Fully Paid
10000,36,7.89,312.86,A,A5,5 years,RENT,45000.0,debt_consolidation,Fully Paid
4700,36,7.21,145.58,A,A3,4 years,MORTGAGE,44584.0,debt_consolidation,Fully Paid
12000,36,15.8,420.71,C,C3,< 1 year,MORTGAGE,92000.0,debt_consolidation,Fully Paid
2000,36,16.02,70.34,C,C5,2 years,MORTGAGE,45000.0,home_improvement,Fully Paid
16000,60,8.46,327.96,A,A5,,MORTGAGE,65000.0,credit_card,Current
24000,36,9.44,768.12,B,B1,10+ years,MORTGAGE,75000.0,debt_consolidation,Current
15000,36,9.17,478.19,B,B2,10+ years,RENT,85000.0,debt_consolidation,Fully Paid
14000,60,16.02,340.61,C,C5,10+ years,OWN,50000.0,home_improvement,Current
9900,36,16.99,352.92,D,D3,4 years,RENT,31000.0,debt_consolidation,Fully Paid
3600,36,11.39,118.53,B,B3,10+ years,RENT,55000.0,small_business,Fully Paid
12000,36,20.89,451.43,D,D4,,OWN,36000.0,debt_consolidation,Current
30000,36,12.49,1003.47,B,B5,10+ years,MORTGAGE,102000.0,debt_consolidation,Fully Paid
12000,36,9.17,382.55,B,B1,10+ years,RENT,60000.0,debt_consolidation,Fully Paid
1500,36,11.99,49.82,C,C1,10+ years,MORTGAGE,110000.0,other,Current
12000,36,9.91,386.7,B,B1,7 years,RENT,60000.0,major_purchase,Fully Paid
5000,36,16.29,176.51,D,D2,10+ years,MORTGAGE,48000.0,other,Fully Paid
20375,60,19.99,539.7,E,E1,4 years,MORTGAGE,81000.0,debt_consolidation,Fully Paid
8500,36,12.62,284.85,C,C1,10+ years,MORTGAGE,60000.0,credit_card,Current
24000,60,18.45,615.34,D,D2,< 1 year,RENT,60000.0,debt_consolidation,Current
3050,36,12.05,101.38,C,C1,10+ years,RENT,26000.0,debt_consolidation,Fully Paid
12000,60,10.49,257.87,B,B3,10+ years,MORTGAGE,75000.0,credit_card,Current
10000,36,7.24,309.87,A,A3,4 years,RENT,66000.0,debt_consolidation,Fully Paid
10000,60,10.56,215.24,B,B3,5 years,MORTGAGE,42000.0,credit_card,Current
16000,60,14.47,376.21,C,C2,9 years,MORTGAGE,78000.0,credit_card,Current
1600,36,25.44,63.99,F,F2,10+ years,RENT,24000.0,credit_card,Current
22000,36,6.62,675.49,A,A2,,MORTGAGE,55000.0,credit_card,Fully Paid
25000,36,9.67,802.82,B,B1,10+ years,MORTGAGE,80000.0,debt_consolidation,Fully Paid
1500,36,13.43,50.86,C,C3,5 years,MORTGAGE,47800.0,credit_card,Fully Paid
15000,60,14.08,349.65,C,C3,10+ years,MORTGAGE,80000.0,other,Fully Paid
12000,60,17.1,298.88,C,C5,< 1 year,MORTGAGE,52000.0,debt_consolidation,Fully Paid
35000,60,20.99,946.68,E,E5,2 years,OWN,90000.0,home_improvement,Charged Off
7000,36,7.59,218.04,A,A3,10+ years,OWN,34000.0,debt_consolidation,Fully Paid
5000,36,13.99,170.87,C,C3,5 years,RENT,30000.0,credit_card,Fully Paid
16000,36,15.99,562.44,C,C5,< 1 year,RENT,150000.0,credit_card,Fully Paid
19600,60,20.99,530.14,E,E5,1 year,MORTGAGE,45000.0,debt_consolidation,Charged Off
22000,60,11.55,484.39,B,B4,9 years,MORTGAGE,62000.0,credit_card,Current
20000,60,13.67,461.96,C,C4,1 year,RENT,60000.0,credit_card,Charged Off
2700,36,12.39,90.19,C,C1,3 years,MORTGAGE,44000.0,credit_card,Fully Paid
8000,36,11.99,265.68,C,C1,8 years,MORTGAGE,50000.0,credit_card,Fully Paid
4000,36,16.49,141.6,D,D3,5 years,MORTGAGE,25344.0,other,Charged Off
11450,60,16.02,278.57,C,C5,5 years,MORTGAGE,41000.0,debt_consolidation,Charged Off
30000,60,12.62,676.78,C,C1,4 years,RENT,29000.0,debt_consolidation,Current
4000,36,12.99,134.76,C,C2,,RENT,23929.0,debt_consolidation,Fully Paid
8000,36,11.48,263.74,B,B5,4 years,RENT,100000.0,medical,Fully Paid
12500,60,12.99,284.35,C,C2,1 year,MORTGAGE,32000.0,debt_consolidation,Charged Off
12000,60,15.61,289.34,D,D1,6 years,MORTGAGE,60000.0,debt_consolidation,Fully Paid
4200,36,16.99,149.73,D,D3,3 years,RENT,34560.0,other,Fully Paid
6500,36,5.32,195.75,A,A1,10+ years,MORTGAGE,48500.0,other,Current
12000,36,8.99,381.55,B,B1,10+ years,RENT,60000.0,debt_consolidation,Current
10000,36,9.93,322.35,B,B2,10+ years,MORTGAGE,82000.0,debt_consolidation,Fully Paid
13000,36,12.74,436.4,C,C1,3 years,RENT,36000.0,debt_consolidation,Current
10300,36,12.69,345.52,C,C2,5 years,MORTGAGE,42000.0,debt_consolidation,Fully Paid
11200,36,11.39,368.75,B,B3,10+ years,MORTGAGE,85000.0,debt_consolidation,Fully Paid
8025,36,22.45,308.35,F,F1,2 years,OWN,80000.0,small_business,Fully Paid
12000,36,15.31,417.81,C,C2,10+ years,RENT,78000.0,debt_consolidation,Fully Paid
10000,60,19.22,260.62,D,D4,10+ years,RENT,37500.0,debt_consolidation,Fully Paid
15000,36,13.99,512.6,C,C3,10+ years,MORTGAGE,83300.0,debt_consolidation,Current
6000,36,8.19,188.55,A,A5,10+ years,MORTGAGE,50000.0,credit_card,Charged Off
10000,36,15.02,346.76,C,C3,10+ years,MORTGAGE,75000.0,car,Current
18000,36,5.31,541.99,A,A1,6 years,MORTGAGE,256027.0,debt_consolidation,Fully Paid
34000,36,12.98,1145.27,B,B5,7 years,MORTGAGE,125000.0,credit_card,Current
